Sentiment,Tweet
negative,@AmericanAir I had an advantage # and you deactivated it. I don't think you should deactivate a customers acct without their knowledge #help
negative,@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?
neutral,@SouthwestAir Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx
neutral,@SouthwestAir just DMed you guys!!! 😁😁😁😁
negative,"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE"
negative,@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?
negative,"@JetBlue unfortunately I was so startled and rushed, I didn't get the name, but will provide a description in my expanded email.  Thank you"
neutral,"@AmericanAir Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?"
negative,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
negative,@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?
negative,@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst
negative,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it."
negative,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!
negative,@USAirways now U horrible people say you have no where for her to sleep?
negative,@AmericanAir Is large Wichita Falls Airport not receiving any arrivals? I have called and no one answers. I been waiting for 1 day
neutral,"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?"
negative,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude."
negative,Why @JetBlue let someone from black Twitter in their multimedia department?
negative,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.
positive,@USAirways 1899. Thanks
negative,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)"
negative,@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!
positive,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz
negative,@AmericanAir there is no local agent! There is no person to answer our questions and their phone service is terrible.
negative,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
negative,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees
negative,@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle
negative,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
negative,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?
negative,"@AmericanAir the communications seems to be an issue too, no?"
neutral,@AmericanAir my flight number is 3M 50
positive,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.
negative,@USAirways @americanair I feel sorry for AA
negative,"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports."
neutral,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv
negative,"@USAirways Wow! Your miles program is Ripoff,Quick ticket fee 75$ I hope you all end up on unemployment."
negative,@USAirways it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. You lie so you're not at fault
neutral,@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has.
negative,@USAirways @PRof_Solutions Be prepared for 3+ hours hold times
negative,@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK
negative,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage."
negative,@nrhodes85: look! Another apology. DO NOT FLY @USAirways
negative,@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
positive,@USAirways thanks!
neutral,@AmericanAir on our way now
negative,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain
negative,@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL
neutral,@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.
negative,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?"
negative,@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit
positive,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
negative,@united no way one person is working entire security checkpoint in EWR 🆖
neutral,@AmericanAir Flight Get Me Out Of Chicago.
positive,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D
negative,@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay
neutral,@VirginAmerica why is flight 345 redirected?
positive,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
negative,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
neutral,@HillAConlin @SouthwestAir hi! get a solar charger from Amazon! Game changer to plug usb into charge. :)
neutral,@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?
positive,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
positive,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever
neutral,@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?
negative,@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday.
neutral,@AmericanAir that's what is on my ticket and my confirmation email. Anything else?
positive,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!
negative,@AmericanAir there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.
neutral,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?
positive,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
negative,@USAirways we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight.
negative,"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame"
neutral,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!"""
positive,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️
neutral,"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
negative,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4
neutral,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.
neutral,@united So what's allowed or what's not allowed to be carried in my checked baggage?
negative,@USAirways flight 850. RUDE RUDE RUDE service! Awful.
neutral,@SouthwestAir sent
negative,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell
neutral,@AmericanAir thank you
negative,@united your Airbus a320 seats are awful. They don't recline.
positive,@USAirways I made it- thx.
neutral,@SouthwestAir can you please DM me? I have a question for you :)
negative,@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs
negative,"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
negative,@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset.
positive,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination
positive,@JetBlue thanks for the response. We are hopeful.
neutral,@USAirways can I get a beer please. Flight #1715
negative,@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK
negative,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!
negative,@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway
negative,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting."
negative,@USAirways 4 hours . How do I change my flight that was Cancelled Flightled ?
negative,"@USAirways And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues."
neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
negative,@united they have access to the dial that makes it faster do they?
negative,@united I sent you a dm hours ago
negative,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness."
negative,"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour."
positive,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB"
negative,@united you a bish
positive,@USAirways Thank you
neutral,"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA"
negative,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?"
negative,@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?
negative,@VirginAmerica Just DM'd. Same issue persisting.
neutral,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”"
negative,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.
negative,@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?
neutral,@united Can I add miles from my January Air China flight to my MileagePlus account?
neutral,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?"
negative,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi"
positive,@AmericanAir you're my early frontrunner for best airline! #oscars2016
positive,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat
positive,@USAirways that's where we are now. Thank you.
negative,@USAirways here's to sitting on hold for 4 hrs flight Cancelled Flighted and they disconnect twice. #fend4urself #stranded #diverted
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎
positive,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks."
neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
neutral,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
positive,"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏"
positive,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
negative,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..
neutral,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m"
negative,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative,"@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!"
negative,@AmericanAir You can't even get someone on the phone. Great story for the media.
positive,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
negative,@JetBlue has the worst customer service out of any airline company. #dontflythem
negative,@USAirways and it still says it's on time on your website btw
positive,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-)
negative,"@united great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!"
negative,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.
negative,@SouthwestAir I already follow you and can't DM because u need to follow me back
negative,@USAirways HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE
negative,"@AmericanAir I was flying today to MTY Mex at 9:30am but still appear Cancelled Flight, Where can i talk for another flight?"
negative,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka
negative,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
neutral,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
negative,@SouthwestAir I've been on hold for over an hour and counting…just need a simple name change http://t.co/5Siczx1oez
negative,@USAirways we've now learned to never fly with u again. You've lost 16 customers from our group + the hundreds more from our company
negative,@united screws up again...to be expected! NEVER AGAIN!
neutral,@united AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.
negative,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel
negative,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.
negative,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again."
negative,@USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through
negative,@USAirways that's the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.
positive,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely
negative,@JetBlue Only wish your ground operation was as expedient as your Twitter response team! Delay just got extended!
negative,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?
negative,@AmericanAir what's the status of flight 3494 XNA to DFW. I'm getting different reports?
negative,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
negative,@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys
neutral,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
negative,"@AmericanAir Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv"
negative,"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again."
negative,@USAirways this response doesn't correct the fact that your pilot failed to keep passengers updated
negative,@AmericanAir called executive platinum desk and got a TWO HOUR call back time... 2.5 hrs Late Flightr still no call and still stuck in Chicago
neutral,"@AmericanAir i want to change my flight for next week, they will still charge me. Waiting for fligt status"
neutral,"@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts."
neutral,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
negative,@united you're just using automated  responses and don't have the decency to actually care/respond
negative,@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!
neutral,@united I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?
negative,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams
neutral,@JetBlue Statement on #Lufthansa Incentive Offer - Digital Journal http://t.co/GqP69g9ZGW
negative,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!
positive,@JetBlue @BrandsSayingBae well here we go
negative,@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.
positive,@SouthwestAir oh my god thank you so much!!! I just sent you a DM
negative,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.
positive,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.
negative,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.
negative,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?"
negative,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!
negative,"@USAirways - I bet you don't, but I'm the paying customer here. I know how to check for flight delays, thank you."
negative,@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone
negative,@AmericanAir 6 hours to get backs back after being sat on a plane for 4 hours to have flight Cancelled Flightled with only one small drink
neutral,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
negative,@VirginAmerica everything was fine until you lost my bag
neutral,@SouthwestAir followed.
negative,@JetBlue I had a SJC to JFK departing 10:55pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?
neutral,@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons
positive,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
neutral,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/
neutral,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
negative,@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out
negative,"@JetBlue Are you having any issues with online check-in? My colleague and I are getting ""Webpage not available"" after submitting online form"
negative,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25
negative,@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!
negative,@united or did you mean 24-26?
positive,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
neutral,"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)"
positive,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
negative,"@usairways would it kill you to not let 3,000 miles expire"
positive,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!
negative,@JetBlue right now completely pissed off
negative,@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!
negative,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?
negative,@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(
positive,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!
negative,@JetBlue I'm a trying ! But I'm tired and getting grumpy !
positive,@JetBlue yes! Terra blue chips were my favorite. :)
neutral,@AmericanAir What are Preferred Seats?
negative,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.
neutral,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
negative,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again."
negative,@JetBlue *fights air*
negative,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
neutral,"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)"
negative,"@nrhodes85 isn't it funny that @USAirways just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? #NotImpressed"
positive,@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!
negative,@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.
negative,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.
negative,@united that link is not helpful as it does not put me In touch with management
neutral,@JetBlue @vegecomgirl For me it’s not until 6/15.
negative,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out."
negative,@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.
negative,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?
neutral,@united please be good to me this weekend!
positive,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
negative,@united where is our luggage
neutral,@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.
negative,@AmericanAir instead they yelled at him and told him to call a number that will not pick up due to call volume
negative,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
negative,"@united no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation"
negative,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.
neutral,"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?"
positive,@SouthwestAir @love_dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES
negative,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!
negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr
neutral,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.
negative,@USAirways your agent did not say
positive,@SouthwestAir loving the boarding to go to Chicago #KeepItMovin'
negative,"@AmericanAir my two coats were in that bag so i have been in france with no coat, walking around with a T shirt and one clean pair.(3)"
negative,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho."
neutral,@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com
negative,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible
negative,@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.
negative,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.
positive,@united Bag was finally delivered and intact. Thanks for your assistance.
neutral,@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx
neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
negative,@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air
negative,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.
neutral,@united Thank you.
positive,@JetBlue good to hear. Thx for being responsive.
negative,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!
negative,@united this team added 30 mins on turnaround
neutral,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled
negative,@USAirways I have contacted them but only got an automated response that won't give me the code.
negative,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket
neutral,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
negative,@AmericanAir my mom tried also. That wasn't the reason they wouldn't change it. Y'all literally said that you'd rather have an empty seat.
negative,@SouthwestAir Finally got through after 3 hours and all set. Thanks.
positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks..."
negative,@united  they were empty upon takeoff. Why can't someone sit there?
negative,"@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service."
negative,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA
negative,@SouthwestAir thx but I'll be expecting a credit for this leg.
negative,"@united as a 1k, I'm always hoping for improvement."
negative,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.
negative,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed
negative,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again
neutral,@USAirways will all flights out of DFW be Cancelled Flightled today?
negative,"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night."
negative,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?
negative,@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.
negative,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was
neutral,@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.
negative,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call
negative,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??
negative,@united an update on flight 5979 would be great!
negative,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this."
negative,@USAirways just lost a faithful customer.
negative,@USAirways cannot add my frequent flyer number on your website.  Can you help?
negative,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.
negative,"@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,"
neutral,@united Deep Vein thrombosis
neutral,@JetBlue sure thing!
negative,"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah."
negative,@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email
negative,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error
negative,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
negative,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up
negative,"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags"
positive,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍
negative,"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin"
negative,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
negative,"@JetBlue My mother had overheard a personnel ask the attendant if ""the passengers really knew what was going on"" and the attendant said no."
neutral,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love
negative,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH
negative,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625"
neutral,@JetBlue Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1
negative,@united I interviewed yesterday as a flight attendant I was the last person the recruiter said they lost my file n came back to interview me
positive,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
negative,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues
neutral,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
negative,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.
negative,@AmericanAir you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet
neutral,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons
positive,@JetBlue yes! Announced we will take off. You're on it! Thank you!
negative,@united not completely.  Our flight was changed in July but we never received notification.
negative,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver"
negative,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; I couldn't get my boarding pass
positive,@JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!
